Order_ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order_Date,CustomerName_x,State,City_x,Year-Month,Customer_ID,ProductID,CustomerName_y,Country,City_y,Subscription_Date,ProductName,Price,CategoryID,Total_Revenue,Profit_Margin,Customer_Lifetime_Value
B-25777,6236,2839,7,Electronics,Printers,Credit Card,2022-05-10,Chad Brown,Florida,Orlando,2022-05,25,173,Shane Wilcox,Albania,Bryanville,2021-04-06,Rosemary - Dry,44.544,8,43652,45.52597819114817,735737
B-25383,5410,2456,8,Furniture,Chairs,Credit Card,2024-05-29,Kayla Becker,California,Los Angeles,2024-05,26,174,Marcus Moody,Panama,Kaitlyntown,2022-05-24,Guinea Fowl,61.5047,11,43280,45.39741219963032,605743
B-25383,5410,2456,8,Furniture,Chairs,Credit Card,2022-01-04,Ashley Freeman,Florida,Tampa,2022-01,27,175,Dakota Poole,Belarus,Michealshire,2022-02-20,Oil - Safflower,91.7675,1,43280,45.39741219963032,783816
B-26409,3024,1353,1,Furniture,Sofas,Credit Card,2024-05-02,Scott Harris,California,Los Angeles,2024-05,28,176,Frederick Harper,Switzerland,South Marissatown,2022-05-26,Smirnoff Green Apple Twist,81.3167,6,3024,44.742063492063494,789169
B-26409,3024,1353,1,Furniture,Sofas,Credit Card,2021-12-28,John James,Ohio,Columbus,2021-12,29,177,Stefanie Fitzpatrick,Saint Vincent and the Grenadines,Acevedoville,2020-07-30,"Coconut - Shredded, Sweet",69.1677,3,3024,44.742063492063494,819868
B-26684,7434,2851,5,Office Supplies,Markers,UPI,2022-12-12,Jesse Bond,Illinois,Springfield,2022-12,30,178,Kent Bradshaw,Tanzania,North Harold,2020-04-26,Pernod,52.3623,10,37170,38.35082055421039,969661
B-26726,7213,508,19,Electronics,Electronic Games,Debit Card,2023-08-17,Brandon Hughes,Texas,Dallas,2023-08,31,179,Jack Tate,Zimbabwe,West Samuel,2021-09-15,Yoghurt Tubes,83.8752,6,137047,7.042839317898239,852617
B-26726,7213,508,19,Electronics,Electronic Games,Debit Card,2021-11-29,Lynn Reynolds,Ohio,Cincinnati,2021-11,32,180,Tom Trujillo,Denmark,Cunninghamborough,2022-01-13,Chocolate - Dark,30.8932,3,137047,7.042839317898239,686741
B-26726,3176,586,9,Furniture,Tables,EMI,2023-08-17,Brandon Hughes,Texas,Dallas,2023-08,33,181,Gabriel Mejia,Liechtenstein,Port Annatown,2021-04-24,Phyllo Dough,64.5718,1,28584,18.45088161209068,697963
B-26726,3176,586,9,Furniture,Tables,EMI,2021-11-29,Lynn Reynolds,Ohio,Cincinnati,2021-11,34,182,Kaitlyn Santana,United States of America,New Kaitlyn,2021-09-21,Campari,25.586,9,28584,18.45088161209068,533284
B-26136,9144,2220,18,Office Supplies,Binders,Credit Card,2021-06-13,Ronald Good,Florida,Miami,2021-06,35,183,Faith Moon,Bahamas,West Marthaburgh,2021-11-03,Spice - Peppercorn Melange,6.2154,4,164592,24.278215223097114,625910
B-26098,4146,865,19,Furniture,Tables,EMI,2022-07-04,Kyle Baker,Texas,Houston,2022-07,36,184,Tammie Haley,Belize,East Teresa,2022-01-04,Hersey Shakes,26.5776,9,78774,20.8634828750603,645005
B-26098,3793,875,7,Furniture,Tables,EMI,2022-07-04,Kyle Baker,Texas,Houston,2022-07,37,185,Nicholas Sosa,Uruguay,South Hunter,2021-08-10,Foam Dinner Plate,48.4195,6,26551,23.068810967571842,734617
B-25430,7169,2385,11,Furniture,Sofas,COD,2021-06-27,Michael Rivera,California,Los Angeles,2021-06,38,186,Jordan Gay,Solomon Islands,South Walter,2021-02-24,Muffin Mix - Blueberry,82.0839,8,78859,33.268238248012274,716017
B-25430,4046,417,18,Furniture,Chairs,Credit Card,2021-06-27,Michael Rivera,California,Los Angeles,2021-06,39,187,Bruce Esparza,Montenegro,Poolefurt,2021-10-22,"Pepper - Black, Whole",41.3835,3,72828,10.306475531389028,393631
B-25266,4164,905,11,Electronics,Phones,COD,2023-12-04,Lori Adkins,California,San Diego,2023-12,40,188,Sherry Garza,Poland,West John,2021-11-01,Cup - Translucent 7 Oz Clear,78.1768,8,45804,21.733909702209413,634982
B-25266,5389,2196,5,Furniture,Tables,UPI,2023-12-04,Lori Adkins,California,San Diego,2023-12,41,189,Natalie Gentry,Dominican Republic,West Darius,2020-10-10,"Bread - Roll, Soft White Round",76.3021,5,26945,40.74967526442754,956741
B-25283,5448,2204,5,Furniture,Sofas,COD,2022-08-09,Luis Warner,New York,New York City,2022-08,42,190,Bryan Dunn,Burkina Faso,North Jimstad,2021-09-08,Cake - Cake Sheet Macaroon,39.7378,9,27240,40.455212922173274,546129
B-25227,4115,1285,1,Furniture,Sofas,UPI,2020-04-08,Donald Perry,Florida,Orlando,2020-04,43,191,Wayne Simpson,Bolivia,East Rebekahborough,2020-12-13,"Hickory Smoke, Liquid",10.283,10,4115,31.227217496962332,429888
B-25227,4761,2231,12,Furniture,Tables,UPI,2020-04-08,Donald Perry,Florida,Orlando,2020-04,44,192,Luis Greer,Bulgaria,North Drew,2022-05-15,"Wine - Magnotta, Merlot Sr Vqa",29.5923,7,57132,46.85990338164252,509397
B-25669,5899,2264,6,Office Supplies,Binders,EMI,2023-10-20,Adam Stevens,New York,Buffalo,2023-10,45,193,Rhonda Frost,Monaco,Lake Lindaburgh,2021-12-06,"Veal - Inside, Choice",60.5314,11,35394,38.37938633666723,568974
B-25064,6109,3040,9,Furniture,Chairs,EMI,2022-02-10,Kimberly Johnson,New York,Buffalo,2022-02,46,194,Joanne Montes,Palau,Gwendolynview,2020-07-01,Lettuce - Frisee,66.7357,6,54981,49.76264527745949,658639
B-25064,6109,3040,9,Furniture,Chairs,EMI,2023-10-05,Kelly Jones,New York,Rochester,2023-10,47,195,Geoffrey Guzman,Uzbekistan,Zimmermanland,2020-04-23,Beets - Mini Golden,3.5208,2,54981,49.76264527745949,790026
B-25064,4628,1491,17,Electronics,Electronic Games,UPI,2022-02-10,Kimberly Johnson,New York,Buffalo,2022-02,48,196,Gloria Mccall,Ghana,North Kerriton,2022-03-11,Longos - Grilled Salmon With Bbq,8.2286,1,78676,32.21694036300778,708937
B-25064,4628,1491,17,Electronics,Electronic Games,UPI,2023-10-05,Kelly Jones,New York,Rochester,2023-10,49,197,Brady Cohen,United Arab Emirates,North Eileenville,2022-03-10,Mussels - Cultivated,13.0101,1,78676,32.21694036300778,771322
B-26268,4369,584,13,Office Supplies,Pens,Credit Card,2022-09-22,Ashley Petty,Illinois,Peoria,2022-09,50,198,Latoya Mccann,Belarus,Port Sergiofort,2021-12-02,Lime Cordial - Roses,35.2187,1,56797,13.366903181506066,783086
B-26268,4369,584,13,Office Supplies,Pens,Credit Card,2021-04-03,Crystal Ross,Texas,Austin,2021-04,51,199,Gerald Hawkins,Canada,New Alberttown,2021-03-19,Pork - Hock And Feet Attached,95.7415,10,56797,13.366903181506066,970445
B-25456,5632,2358,20,Furniture,Sofas,Credit Card,2021-05-03,Alexis Duffy,California,Los Angeles,2021-05,52,200,Samuel Crawford,Algeria,South Jasmine,2021-03-27,Garlic - Peeled,11.1295,5,112640,41.86789772727273,509475
B-25456,5632,2358,20,Furniture,Sofas,Credit Card,2024-02-11,Stephanie Sanchez,Florida,Miami,2024-02,53,201,Patricia Goodwin,Swaziland,Cowanfort,2021-03-08,Grenadine,96.3871,8,112640,41.86789772727273,615314
B-25456,5632,2358,20,Furniture,Sofas,Credit Card,2025-02-04,Reginald Espinoza,Ohio,Cleveland,2025-02,54,202,Stacie Richard,Madagascar,New Deborah,2020-10-15,Bay Leaf,78.8778,11,112640,41.86789772727273,471692
B-25495,7519,402,14,Office Supplies,Paper,UPI,2022-10-12,Sandra Hicks,California,San Diego,2022-10,55,203,Robin West,Ecuador,Wallstown,2022-01-13,"Chicken - Leg, Boneless",59.9557,1,105266,5.346455645697566,746499
B-25495,1564,674,13,Electronics,Electronic Games,Debit Card,2022-10-12,Sandra Hicks,California,San Diego,2022-10,56,204,Ralph Haas,Palestinian Territory,Lake Ellenchester,2020-05-25,Scallop - St. Jaques,77.809,9,20332,43.09462915601023,406738
B-26552,2804,936,10,Electronics,Electronic Games,Credit Card,2022-02-06,Olivia Orozco,Texas,Austin,2022-02,57,205,Phyllis Maldonado,Saint Barthelemy,Lake Whitney,2021-01-25,"Turkey - Whole, Fresh",18.9757,5,28040,33.38088445078459,356830
B-26552,2804,936,10,Electronics,Electronic Games,Credit Card,2020-11-09,Larry Moore,Florida,Tampa,2020-11,58,206,Danny Parrish,United Arab Emirates,East Jaredbury,2021-03-17,Cocoa Butter,77.56,3,28040,33.38088445078459,620080
B-26552,2804,936,10,Electronics,Electronic Games,Credit Card,2023-05-03,Mrs. Rachel Cannon DDS,Florida,Tampa,2023-05,59,207,Kathy Hill,South Georgia and the South Sandwich Islands,Selenabury,2020-11-15,Coffee - Hazelnut Cream,14.2688,10,28040,33.38088445078459,651762
B-25203,2321,505,6,Furniture,Chairs,EMI,2022-10-04,Daniel Flowers,Illinois,Springfield,2022-10,60,208,Kelli Hardy,Sao Tome and Principe,Huangfort,2020-12-20,"Mushroom - Trumpet, Dry",8.7335,5,13926,21.75786299009048,629452
B-25462,5730,482,6,Electronics,Laptops,COD,2024-08-21,Randy Acosta,Florida,Tampa,2024-08,61,209,Lynn Pham,Portugal,East Pennyshire,2020-08-21,Sugar - Fine,32.9885,3,34380,8.411867364746946,767733
B-26145,7441,867,12,Furniture,Sofas,COD,2021-11-20,Deborah Williams,Illinois,Chicago,2021-11,62,210,Shelley Harris,Togo,Port Jasminborough,2020-12-10,"Cheese - Brie,danish",82.2358,3,89292,11.65165972315549,625369
B-26145,7441,867,12,Furniture,Sofas,COD,2020-05-13,Robert Michael,Texas,Austin,2020-05,63,211,Eddie Jimenez,Ethiopia,West Kristine,2022-03-24,Wine - Prosecco Valdobiaddene,2.0587,9,89292,11.65165972315549,932719
B-25552,1732,766,7,Office Supplies,Binders,UPI,2023-02-28,Danny Ramirez,New York,New York City,2023-02,64,212,Chloe Hutchinson,Netherlands,South Julia,2022-05-15,Curry Paste - Madras,61.746,2,12124,44.226327944572745,655504
B-25552,8788,3944,19,Office Supplies,Paper,EMI,2023-02-28,Danny Ramirez,New York,New York City,2023-02,65,213,Eileen Lynch,Liberia,Helenborough,2021-01-02,Pate - Cognac,70.5891,10,166972,44.879380974055536,868421
B-26069,838,271,11,Office Supplies,Markers,EMI,2021-01-21,Stephen Baker,Ohio,Columbus,2021-01,66,214,Fernando Lambert,Lithuania,Lake Nancy,2021-04-23,French Pastry - Mini Chocolate,61.2121,5,9218,32.33890214797136,846686
B-26069,838,271,11,Office Supplies,Markers,EMI,2022-02-28,Jeffrey Wilcox,Illinois,Peoria,2022-02,67,215,Makayla Cannon,New Caledonia,Georgeport,2020-01-20,"Veal - Brisket, Provimi,bnls",90.1157,7,9218,32.33890214797136,727278
B-26069,3577,699,2,Furniture,Tables,UPI,2021-01-21,Stephen Baker,Ohio,Columbus,2021-01,68,216,Tom Alvarado,Kiribati,South Sophiaberg,2020-08-18,Scallops - 10/20,39.0257,1,7154,19.54151523623148,625361
B-26069,3577,699,2,Furniture,Tables,UPI,2022-02-28,Jeffrey Wilcox,Illinois,Peoria,2022-02,69,217,Virginia Dudley,French Southern Territories,Hartbury,2021-01-31,Bread - Multigrain,96.52,8,7154,19.54151523623148,499161
B-25120,7122,1836,6,Electronics,Phones,Debit Card,2024-04-25,James Clarke,Texas,Dallas,2024-04,70,218,Riley Good,Canada,Erikaville,2020-02-03,Barramundi,85.1933,8,42732,25.779275484414487,724322
B-25120,7122,1836,6,Electronics,Phones,Debit Card,2023-03-10,Julia Gallagher,Texas,Houston,2023-03,71,219,Alexandria Buck,Iran,Nicolasfort,2021-02-20,Assorted Desserts,58.9787,5,42732,25.779275484414487,743428
B-25120,7122,1836,6,Electronics,Phones,Debit Card,2023-07-10,Ronald Frey Jr.,New York,New York City,2023-07,72,220,Richard Roth,Morocco,New Jasmineshire,2020-02-23,Meldea Green Tea Liquor,17.961,10,42732,25.779275484414487,525957
B-25120,7327,2596,15,Office Supplies,Markers,Credit Card,2024-04-25,James Clarke,Texas,Dallas,2024-04,73,221,Candice Keller,Zimbabwe,East Summerstad,2020-08-22,Bread Crumbs - Panko,81.9008,3,109905,35.430599153814654,576791
B-25120,7327,2596,15,Office Supplies,Markers,Credit Card,2023-03-10,Julia Gallagher,Texas,Houston,2023-03,74,222,Anita Benson,Russian Federation,Skinnerport,2020-02-09,"Sole - Dover, Whole, Fresh",0.6846,3,109905,35.430599153814654,759915
B-25120,7327,2596,15,Office Supplies,Markers,Credit Card,2023-07-10,Ronald Frey Jr.,New York,New York City,2023-07,75,223,Regina Stein,Solomon Islands,Raystad,2022-01-15,Pail With Metal Handle 16l White,94.4399,1,109905,35.430599153814654,1110605
B-26146,2239,1094,18,Electronics,Printers,COD,2024-07-28,Megan Charles,Florida,Tampa,2024-07,76,224,Debra Riddle,United States Virgin Islands,Colinhaven,2020-07-11,Flour - Pastry,28.8618,1,40302,48.86109870477892,650829
B-26146,4932,1153,1,Office Supplies,Markers,COD,2024-07-28,Megan Charles,Florida,Tampa,2024-07,77,225,Brittany Zuniga,Kyrgyz Republic,West Reginald,2021-07-24,Wine - Charddonnay Errazuriz,10.3722,3,4932,23.3779399837794,706807
B-25549,4609,1084,8,Electronics,Printers,UPI,2023-07-30,Amy Duran MD,Florida,Orlando,2023-07,78,226,Cassidy Mcmahon,Myanmar,Lake Sherryborough,2020-10-21,"Chestnuts - Whole,canned",92.0872,10,36872,23.51920156216099,594607
B-25549,2328,788,4,Office Supplies,Paper,UPI,2023-07-30,Amy Duran MD,Florida,Orlando,2023-07,79,227,Laurie Pennington,Dominica,Port Katherineville,2020-06-08,Cheese - Taleggio D.o.p.,55.4699,5,9312,33.84879725085911,540215
B-25549,4734,958,7,Electronics,Printers,Debit Card,2023-07-30,Amy Duran MD,Florida,Orlando,2023-07,80,228,Alejandro Blair,Iceland,Thomasland,2020-09-19,Sauce - Hollandaise,77.8083,3,33138,20.236586396282213,569655
B-25488,1388,345,5,Furniture,Sofas,UPI,2024-10-05,Christopher Thomas,New York,New York City,2024-10,81,229,Leslie Jennings,Micronesia,Coreybury,2021-11-13,Bread - Hot Dog Buns,57.9838,9,6940,24.855907780979827,661069
B-25488,8555,1638,8,Electronics,Laptops,Credit Card,2024-10-05,Christopher Thomas,New York,New York City,2024-10,82,230,Kathleen Mckay,Saint Vincent and the Grenadines,Lake Janiceton,2021-09-12,"Wine - Cahors Ac 2000, Clos",83.5389,11,68440,19.146697837521916,620385
B-26885,9024,730,4,Furniture,Tables,Credit Card,2024-02-20,Peter Castro,Texas,Dallas,2024-02,83,231,Hunter Moreno,Isle of Man,East Clinton,2020-12-28,Crush - Cream Soda,68.3066,5,36096,8.089539007092199,779539
B-26885,2468,418,4,Electronics,Laptops,Credit Card,2024-02-20,Peter Castro,Texas,Dallas,2024-02,84,232,Chad Davidson,Oman,South Joshuashire,2021-11-15,Quiche Assorted,33.949,3,9872,16.936790923824958,774130
B-25703,9438,1801,4,Electronics,Electronic Games,COD,2023-04-19,Steven Acosta,Florida,Orlando,2023-04,85,233,Corey Holt,Fiji,New Glenda,2020-02-18,Duck - Breast,56.6209,11,37752,19.082432718796355,398291
B-25703,9438,1801,4,Electronics,Electronic Games,COD,2023-10-29,Lindsay Jackson,Texas,Austin,2023-10,86,234,Emma Cunningham,New Zealand,North Jillianview,2022-05-13,Tofu - Firm,72.7457,1,37752,19.082432718796355,678063
B-25809,2685,379,18,Electronics,Phones,UPI,2022-03-08,Kelly Smith,Ohio,Cleveland,2022-03,87,235,Duane Woods,Maldives,Lyonsberg,2020-07-21,Bread - English Muffin,34.5061,6,48330,14.115456238361265,865602
B-25809,2685,379,18,Electronics,Phones,UPI,2022-12-08,Sabrina Hartman,Florida,Tampa,2022-12,88,236,Alison Vargas,Benin,East Cristinabury,2020-11-10,Tomato - Tricolor Cherry,85.694,1,48330,14.115456238361265,383503
B-25809,9916,4602,14,Furniture,Chairs,UPI,2022-03-08,Kelly Smith,Ohio,Cleveland,2022-03,89,237,Vernon Kane,Yemen,Thomasfurt,2021-04-15,Mayonnaise - Individual Pkg,65.6303,8,138824,46.409842678499395,609559
B-25809,9916,4602,14,Furniture,Chairs,UPI,2022-12-08,Sabrina Hartman,Florida,Tampa,2022-12,90,238,Lori Flowers,Namibia,North Joeburgh,2021-01-09,Garlic,28.4065,6,138824,46.409842678499395,721839
B-25809,6184,50,14,Electronics,Electronic Games,Credit Card,2022-03-08,Kelly Smith,Ohio,Cleveland,2022-03,91,239,Nina Chavez,Bhutan,Cassidychester,2020-03-26,"Soup - Campbells, Cream Of",7.6019,5,86576,0.8085381630012937,744841
B-25809,6184,50,14,Electronics,Electronic Games,Credit Card,2022-12-08,Sabrina Hartman,Florida,Tampa,2022-12,92,240,Shane Foley,Hungary,South Dannymouth,2021-07-06,Wine - Chablis 2003 Champs,70.8596,4,86576,0.8085381630012937,595341
B-25809,4548,2135,8,Office Supplies,Markers,Debit Card,2022-03-08,Kelly Smith,Ohio,Cleveland,2022-03,93,241,Collin Ayers,Anguilla,South Lonnie,2021-06-29,Cheese - Cheddarsliced,67.8151,9,36384,46.94371152154793,499539
B-25809,4548,2135,8,Office Supplies,Markers,Debit Card,2022-12-08,Sabrina Hartman,Florida,Tampa,2022-12,94,242,Sherry Young,Solomon Islands,Frankchester,2021-04-04,Thermometer Digital,32.65,9,36384,46.94371152154793,286209
B-25477,7195,1665,7,Office Supplies,Markers,COD,2024-07-27,Cynthia Smith,New York,Rochester,2024-07,95,243,Darrell Douglas,Mali,Daisyborough,2022-02-17,Sun - Dried Tomatoes,45.1883,6,50365,23.1410701876303,688905
B-25477,7195,1665,7,Office Supplies,Markers,COD,2022-07-05,Olivia Dickerson,New York,Buffalo,2022-07,96,244,Karl Greer,Guyana,East Richard,2022-01-30,Beef - Rib Eye Aaa,94.0664,2,50365,23.1410701876303,625980
B-26018,3098,957,18,Furniture,Bookcases,COD,2024-07-04,Whitney Stout,Texas,Austin,2024-07,97,245,Lynn Atkinson,Sri Lanka,New Bradview,2021-07-10,Grouper - Fresh,37.6791,1,55764,30.890897353131052,452388
B-25329,5412,1192,18,Furniture,Tables,Credit Card,2024-02-28,Stephanie Flores,California,San Diego,2024-02,98,246,Fred Guerra,Solomon Islands,Ortegaland,2021-09-18,Ice Cream Bar - Hageen Daz To,48.5371,9,97416,22.02512934220251,536038
B-25329,5412,1192,18,Furniture,Tables,Credit Card,2025-01-03,Gregory English,California,Los Angeles,2025-01,99,247,Yvonne Farmer,Aruba,Lake Elijahview,2021-08-11,Juice - Apple Cider,59.0033,9,97416,22.02512934220251,495831
B-25182,1397,686,11,Furniture,Chairs,Credit Card,2021-12-07,Natalie Maxwell,New York,New York City,2021-12,100,248,Clarence Haynes,Honduras,Judymouth,2020-03-11,Beef - Inside Round,99.3193,7,15367,49.10522548317824,265762
B-25492,9279,552,14,Furniture,Chairs,EMI,2021-12-14,Tina Blake,New York,Buffalo,2021-12,1,249,Sheryl Baxter,Chile,East Leonard,2020-08-24,Cookie Dough - Double,76.6201,10,129906,5.948916909149693,807306
B-25492,9279,552,14,Furniture,Chairs,EMI,2020-11-30,Clarence Cooke,California,San Francisco,2020-11,2,250,Preston Lozano,Djibouti,East Jimmychester,2021-04-23,"Soup - Campbells, Beef Barley",64.4951,1,129906,5.948916909149693,817932
B-25492,2596,1003,19,Office Supplies,Paper,Credit Card,2021-12-14,Tina Blake,New York,Buffalo,2021-12,3,251,Roy Berry,Antigua and Barbuda,Isabelborough,2020-03-25,"Oranges - Navel, 72",11.7087,5,49324,38.63636363636363,478466
B-25492,2596,1003,19,Office Supplies,Paper,Credit Card,2020-11-30,Clarence Cooke,California,San Francisco,2020-11,4,252,Linda Olsen,Dominican Republic,Bensonview,2020-06-02,Nantucket - Pomegranate Pear,27.8169,4,49324,38.63636363636363,593543
B-25517,6732,911,19,Furniture,Bookcases,EMI,2021-12-29,Tamara Guzman,New York,Buffalo,2021-12,5,253,Joanna Bender,Slovakia (Slovak Republic),West Priscilla,2021-04-17,Wanton Wrap,76.24,7,127908,13.532382650029708,788411
B-25517,4495,1408,14,Office Supplies,Pens,EMI,2021-12-29,Tamara Guzman,New York,Buffalo,2021-12,6,254,Aimee Downs,Bosnia and Herzegovina,Chavezborough,2020-02-25,"Soup - Canadian Pea, Dry Mix",77.7804,1,62930,31.32369299221357,607254
B-25200,9653,2471,6,Office Supplies,Paper,UPI,2024-07-08,Marissa Hartman,New York,Buffalo,2024-07,7,255,Darren Peck,Pitcairn Islands,Lake Ana,2021-08-24,Kellogs All Bran Bars,29.2287,3,57918,25.598259608411894,666528
B-26009,8945,1728,10,Furniture,Tables,UPI,2021-02-10,Sara Garcia,Illinois,Peoria,2021-02,8,256,Brett Mullen,Bulgaria,Kimport,2021-04-12,Soup Knorr Chili With Beans,95.7024,6,89450,19.31805477920626,698019
B-26580,4007,201,13,Furniture,Bookcases,COD,2020-10-21,Kathryn Rogers,Ohio,Columbus,2020-10,9,257,Sheryl Meyers,Cyprus,Robersonstad,2020-01-13,"Pasta - Detalini, White, Fresh",84.438,11,52091,5.016221612178687,558632
B-26580,4007,201,13,Furniture,Bookcases,COD,2023-04-17,Kyle Dickson,Texas,Dallas,2023-04,10,258,Michelle Gallagher,Timor-Leste,Elaineberg,2021-11-08,Tea - English Breakfast,31.0939,1,52091,5.016221612178687,847096
B-25679,810,231,18,Furniture,Bookcases,EMI,2020-10-21,Jacob Decker,Florida,Tampa,2020-10,11,259,Carl Schroeder,Guernsey,Shannonville,2021-10-20,Veal - Eye Of Round,67.4367,7,14580,28.51851851851852,816562
B-26034,9789,2071,18,Furniture,Bookcases,Debit Card,2023-12-28,Aaron Johnson,New York,Rochester,2023-12,12,260,Jenna Dodson,Vietnam,East Andrea,2020-11-29,"Yogurt - Blueberry, 175 Gr",26.8886,7,176202,21.15640004086219,1110272
B-26034,9229,4090,8,Electronics,Electronic Games,COD,2023-12-28,Aaron Johnson,New York,Rochester,2023-12,13,261,Tracey Mata,Togo,South Joannamouth,2021-12-02,Chinese Foods - Chicken,22.0901,9,73832,44.31682739191679,665478
B-25148,8141,3968,18,Office Supplies,Markers,Debit Card,2022-12-23,William Morse,New York,Rochester,2022-12,14,262,Kristine Cox,Sri Lanka,Jodyberg,2021-02-08,Bagel - Plain,36.4605,7,146538,48.74094091634934,955451
B-25148,8141,3968,18,Office Supplies,Markers,Debit Card,2022-08-10,Carrie Smith,Illinois,Peoria,2022-08,15,263,Faith Lutz,Singapore,Burchbury,2022-01-26,Soupfoamcont12oz 112con,50.7497,7,146538,48.74094091634934,692902
B-25148,1067,251,14,Furniture,Sofas,EMI,2022-12-23,William Morse,New York,Rochester,2022-12,16,264,Miranda Beasley,Oman,Desireeshire,2022-04-12,Juice - V8 Splash,49.4497,3,14938,23.523898781630738,574043
B-25148,1067,251,14,Furniture,Sofas,EMI,2022-08-10,Carrie Smith,Illinois,Peoria,2022-08,17,265,Caroline Foley,Western Sahara,West Adriennestad,2021-03-10,"Mushroom - Porcini, Dry",13.9292,10,14938,23.523898781630738,623009
B-25830,3839,1415,10,Office Supplies,Binders,UPI,2023-10-17,Vincent Roth,California,Los Angeles,2023-10,18,266,Greg Mata,Mozambique,Lake Leslie,2022-03-26,Clam Nectar,68.1097,7,38390,36.8585569158635,434849
B-25830,3839,1415,10,Office Supplies,Binders,UPI,2022-02-28,Andrew Benson,Florida,Orlando,2022-02,19,267,Clifford Jacobson,South Georgia and the South Sandwich Islands,Harmonview,2020-09-24,Grapes - Red,5.125,2,38390,36.8585569158635,625354
B-25762,2858,482,13,Electronics,Electronic Games,COD,2024-05-24,Jason Wilson,Texas,Austin,2024-05,20,268,Joanna Kirk,French Polynesia,Jamesshire,2021-09-24,Vanilla Beans,97.8435,9,37154,16.864940517844644,701994
B-26794,2137,638,12,Furniture,Bookcases,Debit Card,2020-10-02,Colin Patterson,New York,New York City,2020-10,21,269,Maxwell Frye,Malta,East Carly,2022-01-12,Wine - Blue Nun Qualitatswein,26.706,11,25644,29.854936827328032,777098
B-26794,2831,1289,12,Furniture,Chairs,Debit Card,2020-10-02,Colin Patterson,New York,New York City,2020-10,22,270,Kiara Houston,Netherlands,South Alvin,2020-09-15,Cheese Cloth No 100,4.4216,6,33972,45.53161427057577,1024077
B-25011,3913,961,15,Furniture,Sofas,UPI,2024-02-10,Eric Bates,Ohio,Columbus,2024-02,23,271,Colleen Howard,Paraguay,Brittanyview,2020-08-19,Banana - Leaves,73.3954,5,58695,24.559161768464094,762430
B-25011,3913,961,15,Furniture,Sofas,UPI,2021-02-06,Steven Keith,California,San Francisco,2021-02,24,272,Janet Valenzuela,Lao People's Democratic Republic,Veronicamouth,2020-09-08,"Chocolate - Semi Sweet, Calets",68.1134,2,58695,24.559161768464094,570487
B-25515,4468,1940,9,Office Supplies,Paper,COD,2022-03-16,Seth Rodriguez,Florida,Tampa,2022-03,25,273,Shane Wilcox,Albania,Bryanville,2021-04-06,Bandage - Flexible Neon,77.5913,4,40212,43.41987466427932,735737
B-25369,1579,602,9,Electronics,Laptops,Credit Card,2020-05-24,Lauren Jones,Ohio,Cincinnati,2020-05,26,274,Marcus Moody,Panama,Kaitlyntown,2022-05-24,Papayas,88.1192,2,14211,38.12539582013933,605743
B-25369,1579,602,9,Electronics,Laptops,Credit Card,2025-02-16,Thomas Wallace,Texas,Dallas,2025-02,27,275,Dakota Poole,Belarus,Michealshire,2022-02-20,Corn Meal,50.146,1,14211,38.12539582013933,783816
B-25369,1579,602,9,Electronics,Laptops,Credit Card,2021-11-16,Mr. Daniel Wilson,Ohio,Cincinnati,2021-11,28,276,Frederick Harper,Switzerland,South Marissatown,2022-05-26,Snapple - Iced Tea Peach,49.2508,5,14211,38.12539582013933,789169
B-25369,1579,602,9,Electronics,Laptops,Credit Card,2024-09-08,Julie Smith MD,New York,Rochester,2024-09,29,277,Stefanie Fitzpatrick,Saint Vincent and the Grenadines,Acevedoville,2020-07-30,Sea Bass - Whole,55.4964,9,14211,38.12539582013933,819868
B-25369,3760,1849,19,Furniture,Chairs,EMI,2020-05-24,Lauren Jones,Ohio,Cincinnati,2020-05,30,278,Kent Bradshaw,Tanzania,North Harold,2020-04-26,Apricots - Halves,0.3735,11,71440,49.17553191489362,969661
B-25369,3760,1849,19,Furniture,Chairs,EMI,2025-02-16,Thomas Wallace,Texas,Dallas,2025-02,31,279,Jack Tate,Zimbabwe,West Samuel,2021-09-15,Beef - Texas Style Burger,91.1828,1,71440,49.17553191489362,852617
B-25369,3760,1849,19,Furniture,Chairs,EMI,2021-11-16,Mr. Daniel Wilson,Ohio,Cincinnati,2021-11,32,280,Tom Trujillo,Denmark,Cunninghamborough,2022-01-13,Onion Powder,61.8352,5,71440,49.17553191489362,686741
B-25369,3760,1849,19,Furniture,Chairs,EMI,2024-09-08,Julie Smith MD,New York,Rochester,2024-09,33,281,Gabriel Mejia,Liechtenstein,Port Annatown,2021-04-24,"Bar Mix - Pina Colada, 355 Ml",33.0839,2,71440,49.17553191489362,697963
B-26222,8706,3099,14,Office Supplies,Pens,Credit Card,2022-06-29,Carol Mitchell,Illinois,Chicago,2022-06,34,282,Kaitlyn Santana,United States of America,New Kaitlyn,2021-09-21,"Lemonade - Natural, 591 Ml",56.1506,10,121884,35.596140592694695,533284
B-26222,4708,696,14,Electronics,Electronic Games,Credit Card,2022-06-29,Carol Mitchell,Illinois,Chicago,2022-06,35,283,Faith Moon,Bahamas,West Marthaburgh,2021-11-03,Bread Fig And Almond,1.1882,4,65912,14.783347493627868,625910
